sku,title,image1,image2,image3,image4,image5,image6,image7,image8,image9
PT0001-000080GB,80 Gram | Black Pepper Powder | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0001-000080GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0032-000250BP,500 Gram | Coriander Seeds | Brown Pouch | moq,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0032-000850BP-1A1,1700 Gram | Coriander Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0032-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0033-000050GB,50 Gram | Fennel Seeds | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000050GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0033-000125GB,125 Gram | Fennel Seeds | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000125GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0033-000250BP,250 Gram | Fennel Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0033-000250BP-2A1,500 Gram | Fennel Seeds | Brown Pouch | Flex-Packof,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0033-000350BP-1A1,350 Gram | Fennel Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0033-000850BP-1A1,850 Gram | Fennel Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0033-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0034-000100GB,100 Gram | Methi Dana | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000100GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0034-000250BP,250 Gram | Methi Dana | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0034-000250GB,250 Gram | Methi Dana | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000250GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0034-000350BP-1A1,350 Gram | Methi Dana | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0034-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0035-000250BP,250 Gram | Alsi Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0035-000350BP-1A1,350 Gram | Alsi Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0035-000850BP-1A1,850 Gram | Alsi Seeds | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0035-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000090GB-1A1,90 Gram | Mustard Seeds Small | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000090GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000100BP-1A1,400 Gram | Mustard Seeds Small | Brown Pouch | moq,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000100BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000225GB,225 Gram | Mustard Seeds Small | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000225GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000250BP,250 Gram | Mustard Seeds Small | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000250BP-2A1,500 Gram | Mustard Seeds Small | Brown Pouch | Flex-Packof,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000350BP-1A1,350 Gram | Mustard Seeds Small | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0036-000850BP-1A1,850 Gram | Mustard Seeds Small | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0036-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0037-000090GB,90 Gram | Mustard Seeds Big | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000090GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0037-000100BP,400 Gram | Mustard Seeds Big | Brown Pouch | moq,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000100BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0037-000225GB-1A1,225 Gram | Mustard Seeds Big | Glass Bottle | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000225GB.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0037-000250BP,500 Gram | Mustard Seeds Big | Brown Pouch | moq,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000250BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0037-000350BP-1A1,350 Gram | Mustard Seeds Big | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000350BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0037-000850BP-1A1,850 Gram | Mustard Seeds Big | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0037-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0038-000850BP-1A1,850 Gram | Bajra Millet | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-000850BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
PT0038-001800BP-1A1,1800 Gram | Bajra Millet | Brown Pouch | Flex,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.MAIN.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT01.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT02.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT03.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT04.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT05.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT06.jpg,https://cdn.iospl.com/cache/1500x1500-6/saurabh/PT0038-001800BP.PT07.jpg,http://cdn.iospl.com/cache/1500x1500/saurabh/Certification.jpg
